EmployeeID,Gender,Age,Education,EducationType,MaritalStatus,TotalCompanies,TotalExperience,DistanceToOffice,Department,Traveltype_last_year,BillingRate,MonthlyIncome,Years_at_Company,Years_InCurrentRole,LastSalaryHike,PotentialReview,PerformanceReview,SatisfactionScore,JobRole_SatisfactionScore,Overall_SatisfactionScore
AB0172,Male,26,Under Graduation,Economics,Married,9,10,4,ClientSolutions,Conference,156,3314,8,5,17,High,Met Expectations,Passive,Passive,Promoter
AB0173,Male,37,Masters / PHD,Economics,Single,3,18,7,ClientSolutions,Conference,74,7024,0,0,18,High,Met Expectations,Promoter,Passive,Detractor
AB0174,Female,36,Graduation,Economics,Divorced,5,10,1,Support,Conference,64,3531,3,3,19,High,Met Expectations,Passive,Promoter,Detractor
AB0175,Female,30,Masters / PHD,Marketing / Finance,Married,1,10,2,ClientSolutions,Conference,75,7392,10,9,15,High,Met Expectations,Passive,Detractor,Passive
AB0176,Female,24,Graduation,Marketing / Finance,Divorced,1,14,5,BusinessDevelopment,Conference,158,5734,14,10,15,Medium,Met Expectations,Passive,Passive,Passive
AB0177,Female,25,Graduation,Economics,Single,3,14,2,ClientSolutions,Conference,38,6699,7,5,20,Low,Exceed Expectations,Passive,Promoter,Passive
AB0178,Male,42,Masters / PHD,Economics,Divorced,3,13,1,ClientSolutions,Conference,26,5542,3,0,17,Very High,Met Expectations,Passive,Detractor,Promoter
AB0179,Male,18,Under Graduation,Marketing / Finance,Married,1,3,7,ClientSolutions,Conference,139,3197,3,3,14,Medium,Met Expectations,Promoter,Promoter,Passive
AB0180,Male,21,Under Graduation,Economics,Married,1,13,16,ClientSolutions,Conference,86,3167,13,0,15,High,Met Expectations,Passive,Promoter,Passive
AB0181,Male,20,Graduation,Marketing / Finance,Married,1,8,24,ClientSolutions,Conference,84,3017,8,7,14,Medium,Met Expectations,Passive,Promoter,Passive
AB0182,Female,22,Graduation,Economics,Single,1,7,9,ClientSolutions,Conference,133,3657,7,4,21,High,Exceed Expectations,Promoter,Promoter,Promoter
AB0183,Male,20,Under Graduation,Economics,Divorced,1,8,2,ClientSolutions,LongTermProject,108,9720,8,5,20,High,Met Expectations,Detractor,Promoter,Promoter
AB0184,Male,25,Under Graduation,Economics,Married,1,1,7,BusinessDevelopment,Conference,72,2666,1,0,16,Very High,Met Expectations,Promoter,Passive,Detractor
AB0185,Female,30,Graduation,Marketing / Finance,Single,5,10,12,ClientSolutions,Conference,177,4006,4,3,19,High,Met Expectations,Detractor,Passive,Passive
AB0186,Male,32,Graduation,Bio-technology,Divorced,1,12,23,ClientSolutions,Conference,154,3667,12,10,18,High,Met Expectations,Detractor,Promoter,Detractor
AB0187,Female,30,Graduation,Bio-technology,Married,3,22,5,BusinessDevelopment,ClientEngagement,74,5111,20,9,18,Very High,Met Expectations,Detractor,Detractor,Promoter
AB0188,Male,32,Graduation,Marketing / Finance,Married,3,14,6,BusinessDevelopment,Conference,177,9046,9,8,14,Very High,Met Expectations,Promoter,Passive,Promoter
AB0189,Female,27,Graduation,Bio-technology,Divorced,1,4,7,BusinessDevelopment,ClientEngagement,35,2608,3,3,18,Low,Met Expectations,Promoter,Passive,Promoter
AB0190,Female,16,Graduation,Economics,Single,1,1,1,ClientSolutions,Conference,116,3139,1,0,16,Medium,Met Expectations,Promoter,Passive,Promoter
AB0191,Female,20,Under Graduation,Phycology / Behavior Sciences,Divorced,1,12,15,ClientSolutions,LongTermProject,37,8298,10,9,15,High,Met Expectations,Passive,Promoter,Detractor
AB0192,Male,43,Masters / PHD,Economics,Married,5,12,7,ClientSolutions,LongTermProject,180,7074,4,3,18,Very High,Met Expectations,Detractor,Passive,Promoter
AB0193,Male,15,Graduation,Economics,Single,1,1,8,ClientSolutions,Conference,77,2828,1,1,24,High,Exceed Expectations,Passive,Detractor,Passive
AB0194,Female,28,Graduation,Bio-technology,Married,1,3,15,ClientSolutions,Conference,160,2864,1,0,18,Very High,Exceed Expectations,Passive,Passive,Promoter
AB0195,Female,22,Under Graduation,Bio-technology,Single,3,12,26,ClientSolutions,LongTermProject,18,5766,7,5,20,Medium,Exceed Expectations,Promoter,Promoter,Promoter
AB0196,Male,22,Under Graduation,Economics,Single,5,13,2,BusinessDevelopment,Conference,90,7236,8,7,16,High,Met Expectations,Passive,Promoter,Passive
AB0197,Female,23,Graduation,Marketing / Finance,Divorced,7,8,10,ClientSolutions,Conference,121,2637,3,3,19,Low,Met Expectations,Passive,Passive,Passive
AB0198,Male,32,Graduation,Bio-technology,Divorced,3,10,23,BusinessDevelopment,Conference,68,7015,8,5,15,Medium,Met Expectations,Passive,Passive,Detractor
AB0199,Female,24,Graduation,Bio-technology,Divorced,7,9,14,BusinessDevelopment,ClientEngagement,14,6342,7,4,14,High,Met Expectations,Detractor,Passive,Detractor
AB0200,Female,47,Masters / PHD,Phycology / Behavior Sciences,Married,4,35,16,ClientSolutions,Conference,45,17988,5,3,18,High,Met Expectations,Detractor,Detractor,Passive
AB0201,Male,27,Graduation,Bio-technology,Divorced,7,14,4,ClientSolutions,No,94,3378,12,10,17,High,Met Expectations,Promoter,Passive,Promoter
AB0202,Male,29,Masters / PHD,Marketing / Finance,Married,1,8,1,ClientSolutions,No,147,4789,7,5,15,Low,Met Expectations,Passive,Passive,Promoter
AB0203,Male,25,Graduation,Marketing / Finance,Single,1,13,5,ClientSolutions,No,39,10904,12,5,20,High,Met Expectations,Passive,Promoter,Passive
AB0204,Female,47,Masters / PHD,Bio-technology,Single,4,10,12,BusinessDevelopment,Conference,197,4966,7,1,15,High,Met Expectations,Promoter,Promoter,Passive
AB0205,Male,37,Graduation,Bio-technology,Divorced,5,23,9,BusinessDevelopment,Conference,113,11806,7,5,15,High,Met Expectations,Promoter,Detractor,Passive
AB0206,Female,23,Under Graduation,Economics,Single,4,7,14,ClientSolutions,Conference,50,3812,4,3,19,High,Met Expectations,Passive,Promoter,Detractor
AB0207,Female,13,Under Graduation,Marketing / Finance,Single,1,1,3,ClientSolutions,Conference,128,1659,1,0,16,High,Met Expectations,Passive,Passive,Promoter
AB0208,Male,21,Under Graduation,Economics,Single,1,16,1,ClientSolutions,No,90,9305,14,10,22,Medium,Exceed Expectations,Passive,Passive,Promoter
AB0209,Male,23,Graduation,Economics,Married,1,3,2,ClientSolutions,LongTermProject,23,4266,3,3,15,Medium,Met Expectations,Promoter,Promoter,Passive
AB0210,Male,22,Graduation,Economics,Divorced,1,5,14,ClientSolutions,Conference,106,2451,5,3,18,High,Met Expectations,Detractor,Passive,Promoter
AB0211,Male,21,Graduation,Bio-technology,Married,5,9,1,ClientSolutions,Conference,115,3569,4,3,14,High,Met Expectations,Detractor,Promoter,Passive
AB0212,Male,37,Graduation,Marketing / Finance,Single,1,12,8,BusinessDevelopment,Conference,79,10557,12,10,18,Medium,Met Expectations,Passive,Promoter,Promoter
AB0213,Male,38,Graduation,Economics,Divorced,5,17,2,BusinessDevelopment,Conference,155,11376,13,8,15,High,Met Expectations,Passive,Promoter,Passive
AB0214,Female,35,Graduation,Economics,Married,10,23,20,ClientSolutions,LongTermProject,131,11871,10,9,14,High,Met Expectations,Passive,Detractor,Passive
AB0215,Female,36,Graduation,Marketing / Finance,Divorced,1,30,8,ClientSolutions,Conference,159,20871,29,9,16,High,Met Expectations,Passive,Promoter,Promoter
AB0216,Female,43,Graduation,Economics,Married,4,12,7,ClientSolutions,Conference,18,3205,5,4,14,High,Met Expectations,Detractor,Passive,Passive
AB0217,Male,30,Graduation,Economics,Married,4,17,2,BusinessDevelopment,No,158,5778,10,9,19,Medium,Met Expectations,Promoter,Promoter,Promoter
AB0218,Male,48,Masters / PHD,Marketing / Finance,Married,3,13,7,ClientSolutions,Conference,175,6744,1,0,18,Medium,Exceed Expectations,Passive,Passive,Passive
AB0219,Female,21,Graduation,Economics,Married,1,7,1,ClientSolutions,Conference,83,5394,5,3,15,High,Met Expectations,Detractor,Passive,Promoter
AB0220,Male,26,Graduation,Economics,Married,1,17,7,BusinessDevelopment,Conference,110,6035,17,10,16,Medium,Exceed Expectations,Promoter,Passive,Passive
AB0221,Female,28,Masters / PHD,Marketing / Finance,Married,12,12,7,ClientSolutions,Conference,162,3290,7,4,18,High,Met Expectations,Promoter,Passive,Passive
AB0222,Male,25,Graduation,Economics,Married,8,9,2,ClientSolutions,LongTermProject,63,4108,3,3,16,Very High,Met Expectations,Passive,Promoter,Passive
AB0223,Female,41,Graduation,Economics,Married,4,36,1,ClientSolutions,LongTermProject,135,19912,10,4,20,High,Exceed Expectations,Detractor,Passive,Detractor
AB0224,Female,25,Graduation,Economics,Married,5,9,16,ClientSolutions,Conference,17,2369,7,3,14,High,Met Expectations,Detractor,Passive,Passive
AB0225,Female,24,Under Graduation,Economics,Married,1,8,7,BusinessDevelopment,Conference,152,6286,8,7,20,High,Exceed Expectations,Passive,Passive,Detractor
AB0226,Female,27,Graduation,Marketing / Finance,Married,1,13,18,BusinessDevelopment,ClientEngagement,139,5001,13,9,15,High,Met Expectations,Passive,Passive,Detractor
AB0227,Male,30,Graduation,Economics,Married,1,10,22,ClientSolutions,Conference,35,3935,10,9,15,Very High,Inconsistent,Passive,Detractor,Detractor
AB0228,Male,29,Under Graduation,Economics,Married,1,27,2,ClientSolutions,No,54,19572,26,10,16,High,Met Expectations,Promoter,Passive,Promoter
AB0229,Male,27,Masters / PHD,Marketing / Finance,Single,1,7,1,ClientSolutions,LongTermProject,119,2393,5,3,14,High,Met Expectations,Promoter,Passive,Passive
AB0230,Female,25,Graduation,Economics,Married,3,16,4,BusinessDevelopment,Conference,162,10339,13,12,15,High,Inconsistent,Passive,Promoter,Passive
AB0231,Female,32,Masters / PHD,Bio-technology,Married,1,3,7,Support,Conference,166,3036,3,3,17,High,Met Expectations,Detractor,Passive,Promoter
AB0232,Male,41,Graduation,Economics,Divorced,4,29,25,ClientSolutions,Conference,114,15319,16,14,19,High,Met Expectations,Promoter,Passive,Promoter
AB0233,Male,41,Graduation,Economics,Married,5,10,9,ClientSolutions,Conference,97,2640,1,0,19,High,Met Expectations,Detractor,Promoter,Passive
AB0234,Male,30,Masters / PHD,Economics,Married,1,13,25,ClientSolutions,LongTermProject,65,5843,13,10,17,High,Met Expectations,Detractor,Promoter,Promoter
AB0235,Male,42,Masters / PHD,Phycology / Behavior Sciences,Single,1,26,27,ClientSolutions,Conference,30,5003,26,14,24,High,Exceed Expectations,Passive,Promoter,Passive
AB0236,Female,30,Masters / PHD,Marketing / Finance,Single,12,13,31,ClientSolutions,No,166,4439,10,9,15,High,Exceed Expectations,Promoter,Passive,Passive
AB0237,Female,29,Graduation,Marketing / Finance,Married,5,22,24,ClientSolutions,LongTermProject,105,2849,7,3,18,Very High,Met Expectations,Passive,Promoter,Passive
AB0238,Female,30,Masters / PHD,Economics,Single,1,8,31,ClientSolutions,Conference,40,3140,8,3,16,Medium,Met Expectations,Passive,Passive,Passive
AB0239,Male,41,Masters / PHD,Phycology / Behavior Sciences,Divorced,5,27,6,ClientSolutions,Conference,117,18222,1,0,16,Medium,Met Expectations,Passive,Promoter,Passive
AB0240,Male,25,Graduation,Marketing / Finance,Single,1,1,8,BusinessDevelopment,Conference,115,1219,1,0,16,High,Met Expectations,Passive,Promoter,Passive
AB0241,Female,24,Under Graduation,Bio-technology,Divorced,1,7,29,ClientSolutions,No,109,2256,7,5,20,Medium,Exceed Expectations,Detractor,Passive,Passive
AB0242,Male,57,Masters / PHD,Marketing / Finance,Single,1,42,20,ClientSolutions,LongTermProject,48,15798,42,8,16,Low,Met Expectations,Passive,Promoter,Promoter
AB0243,Male,36,Masters / PHD,Economics,Single,4,10,6,ClientSolutions,Conference,17,3360,7,5,20,High,Exceed Expectations,Passive,Passive,Detractor
AB0244,Female,21,Graduation,Economics,Married,1,1,2,ClientSolutions,Conference,57,2291,1,0,21,High,Exceed Expectations,Detractor,Promoter,Detractor
AB0245,Female,23,Graduation,Economics,Married,1,1,1,ClientSolutions,Conference,96,2573,1,0,14,Medium,Met Expectations,Passive,Detractor,Promoter
AB0246,Male,45,Masters / PHD,Economics,Married,12,7,9,ClientSolutions,No,165,5370,4,3,16,Medium,Met Expectations,Promoter,Promoter,Promoter
AB0247,Male,21,Graduation,Bio-technology,Single,1,8,5,BusinessDevelopment,Conference,29,6319,8,5,14,Medium,Met Expectations,Passive,Passive,Detractor
AB0248,Male,18,Under Graduation,Marketing / Finance,Single,9,8,2,ClientSolutions,Conference,20,3782,5,4,16,Very High,Met Expectations,Detractor,Detractor,Passive
AB0249,Male,29,Graduation,Economics,Married,1,23,1,BusinessDevelopment,Conference,110,6819,23,18,16,High,Met Expectations,Detractor,Promoter,Promoter
AB0250,Male,25,Masters / PHD,Marketing / Finance,Married,1,4,18,ClientSolutions,Conference,59,2558,4,3,17,Low,Met Expectations,Promoter,Passive,Passive
AB0251,Male,29,Under Graduation,Bio-technology,Divorced,1,5,2,Support,Conference,59,2986,4,3,14,Medium,Met Expectations,Passive,Passive,Passive
AB0252,Male,37,Masters / PHD,Economics,Married,4,10,22,BusinessDevelopment,Conference,225,6730,7,5,15,Medium,Met Expectations,Detractor,Promoter,Promoter
AB0253,Male,36,Graduation,Economics,Married,4,31,29,ClientSolutions,Conference,16,17895,26,8,16,High,Met Expectations,Promoter,Detractor,Passive
AB0254,Male,13,Under Graduation,Bio-technology,Single,1,0,20,BusinessDevelopment,Conference,57,1869,0,0,20,High,Inconsistent,Promoter,Passive,Promoter
AB0255,Female,18,Under Graduation,Marketing / Finance,Divorced,1,7,1,ClientSolutions,LongTermProject,100,2232,7,4,16,Medium,Met Expectations,Detractor,Passive,Passive
AB0256,Female,27,Graduation,Economics,Single,3,14,17,BusinessDevelopment,Conference,26,9403,0,0,20,High,Exceed Expectations,Detractor,Detractor,Passive
AB0257,Male,43,Masters / PHD,Marketing / Finance,Single,1,8,22,Support,Conference,118,2418,8,4,18,High,Met Expectations,Passive,Passive,Detractor
AB0258,Male,27,Graduation,Marketing / Finance,Single,5,9,2,ClientSolutions,Conference,112,2767,1,1,14,High,Met Expectations,Promoter,Promoter,Promoter
AB0259,Male,16,Graduation,Economics,Single,1,3,3,ClientSolutions,Conference,98,3354,3,3,15,Medium,Exceed Expectations,Detractor,Passive,Detractor
AB0260,Female,27,Masters / PHD,Bio-technology,Married,1,10,1,BusinessDevelopment,Conference,114,5264,10,9,20,High,Exceed Expectations,Passive,Passive,Detractor
AB0261,Male,28,Graduation,Economics,Married,5,18,11,Support,MonthlyTravel,79,4948,13,12,14,Medium,Met Expectations,Passive,Passive,Promoter
AB0262,Female,28,Graduation,Bio-technology,Married,1,10,20,BusinessDevelopment,Conference,85,7378,10,9,21,Medium,Exceed Expectations,Promoter,Passive,Promoter
AB0263,Male,45,Graduation,Bio-technology,Divorced,7,10,21,ClientSolutions,Conference,175,3905,5,3,15,Medium,Met Expectations,Detractor,Passive,Promoter
AB0264,Male,22,Under Graduation,Bio-technology,Single,5,12,2,ClientSolutions,Conference,14,2417,8,3,16,Medium,Met Expectations,Promoter,Detractor,Promoter
AB0265,Male,45,Masters / PHD,Marketing / Finance,Divorced,1,26,15,ClientSolutions,LongTermProject,207,5579,25,13,20,Very High,Met Expectations,Passive,Passive,Passive
AB0266,Male,42,Masters / PHD,Phycology / Behavior Sciences,Married,3,12,10,ClientSolutions,Conference,219,5648,5,3,16,High,Met Expectations,Promoter,Promoter,Promoter
AB0267,Female,27,Graduation,Bio-technology,Single,10,17,2,BusinessDevelopment,No,156,5666,14,9,17,High,Met Expectations,Promoter,Passive,Promoter
AB0268,Male,39,Masters / PHD,Phycology / Behavior Sciences,Divorced,4,30,10,Support,Conference,64,20972,27,8,17,Medium,Met Expectations,Passive,Promoter,Passive
AB0269,Male,29,Masters / PHD,Marketing / Finance,Divorced,5,17,6,BusinessDevelopment,Conference,79,6009,9,9,22,Very High,Exceed Expectations,Detractor,Promoter,Promoter
AB0270,Male,29,Masters / PHD,Economics,Married,4,10,11,ClientSolutions,Conference,183,2614,8,5,20,High,Met Expectations,Promoter,Promoter,Passive
AB0271,Male,28,Graduation,Economics,Single,1,1,10,ClientSolutions,Conference,66,2233,1,0,16,High,Met Expectations,Promoter,Passive,Passive
AB0272,Female,40,Graduation,Bio-technology,Married,3,9,1,ClientSolutions,Conference,172,3952,5,3,18,High,Met Expectations,Passive,Detractor,Passive
AB0273,Male,18,Graduation,Economics,Married,1,1,1,ClientSolutions,Conference,44,1375,1,0,22,High,Exceed Expectations,Promoter,Passive,Promoter
AB0274,Male,43,Graduation,Economics,Married,4,42,7,ClientSolutions,Conference,118,16239,7,1,20,Very High,Met Expectations,Passive,Passive,Passive
AB0275,Male,15,Under Graduation,Marketing / Finance,Single,1,4,5,ClientSolutions,Conference,59,3446,3,3,19,High,Met Expectations,Passive,Promoter,Passive
AB0276,Male,32,Graduation,Economics,Divorced,4,10,8,ClientSolutions,No,136,4487,3,3,19,High,Met Expectations,Promoter,Promoter,Passive
AB0277,Male,52,Masters / PHD,Phycology / Behavior Sciences,Married,5,46,27,Support,Conference,28,21513,13,12,19,Very High,Met Expectations,Passive,Passive,Detractor
AB0278,Male,24,Graduation,Marketing / Finance,Married,1,16,1,ClientSolutions,Conference,108,4136,16,10,16,High,Met Expectations,Promoter,Passive,Passive
AB0279,Female,48,Graduation,Economics,Single,9,36,27,BusinessDevelopment,Conference,174,8390,27,21,14,High,Inconsistent,Detractor,Detractor,Promoter
AB0280,Female,22,Graduation,Marketing / Finance,Single,1,12,2,BusinessDevelopment,Conference,61,7146,10,9,16,Very High,Met Expectations,Detractor,Passive,Promoter
AB0281,Female,30,Graduation,Phycology / Behavior Sciences,Single,4,10,3,ClientSolutions,Conference,15,4529,5,4,17,High,Inconsistent,Promoter,Passive,Detractor
AB0282,Female,31,Under Graduation,Economics,Married,1,13,1,ClientSolutions,Conference,121,2236,13,7,16,Very High,Met Expectations,Detractor,Promoter,Promoter
AB0283,Female,27,Graduation,Marketing / Finance,Single,3,12,29,ClientSolutions,Conference,75,2565,4,3,17,High,Met Expectations,Promoter,Passive,Promoter
AB0284,Male,31,Graduation,Phycology / Behavior Sciences,Married,1,9,1,Support,Conference,53,3147,9,8,16,Very High,Met Expectations,Passive,Passive,Promoter
AB0285,Female,32,Graduation,Bio-technology,Divorced,9,10,2,BusinessDevelopment,Conference,90,6287,7,5,15,High,Met Expectations,Promoter,Passive,Passive
AB0286,Male,22,Graduation,Economics,Married,1,5,6,ClientSolutions,Conference,24,2814,5,3,16,Medium,Met Expectations,Promoter,Passive,Passive
AB0287,Female,29,Graduation,Marketing / Finance,Single,7,13,2,ClientSolutions,LongTermProject,17,4877,8,3,14,High,Inconsistent,Passive,Passive,Promoter
AB0288,Female,33,Masters / PHD,Economics,Single,4,9,1,ClientSolutions,Conference,189,2778,3,3,16,Very High,Met Expectations,Promoter,Passive,Passive
AB0289,Female,25,Graduation,Marketing / Finance,Single,1,5,5,ClientSolutions,LongTermProject,13,2686,4,3,18,High,Met Expectations,Passive,Passive,Detractor
AB0290,Male,44,Graduation,Economics,Married,4,31,1,BusinessDevelopment,Conference,13,11235,1,0,16,Medium,Met Expectations,Detractor,Promoter,Promoter
AB0291,Male,43,Masters / PHD,Economics,Married,3,7,19,BusinessDevelopment,ClientEngagement,46,4725,1,1,16,High,Met Expectations,Detractor,Detractor,Promoter
AB0292,Female,42,Graduation,Marketing / Finance,Married,3,31,20,ClientSolutions,LongTermProject,38,14525,7,4,14,Very High,Met Expectations,Promoter,Passive,Passive
